TransactionAmount,TransactionDuration,CustomerAge,AccountBalance,Cluster,TransactionType,Channel
33.63,75.99999999999999,63.0,4324.4,1,Debit,Online
64.58,173.0,55.0,6292.29,2,Debit,Branch
23.23,122.0,21.0,269.01,3,Credit,Branch
160.52,112.0,78.0,5379.25,3,Credit,ATM
278.88,179.0,64.0,1334.09,2,Debit,Branch
285.49,109.0,53.0,6366.84,3,Credit,Branch
71.87,258.0,22.0,1839.1,4,Debit,ATM
308.8,41.0,53.0,3966.5399999999995,4,Debit,ATM
135.35,82.0,33.0,9983.36,2,Debit,Branch
288.43,72.0,66.0,4577.09,2,Debit,Branch
147.46,205.0,65.0,7458.029999999999,3,Credit,Online
214.15,217.0,32.0,6397.29,2,Debit,Branch
71.34,144.0,49.0,6345.03,1,Debit,Online
170.36,118.0,30.0,6034.73,4,Debit,ATM
913.49125,32.0,53.0,765.8099999999998,4,Debit,ATM
736.53,120.0,55.0,9826.26,4,Debit,ATM
213.42,17.0,45.0,3736.3800000000006,4,Debit,ATM
94.09,203.0,27.0,646.8499999999999,2,Debit,Branch
91.23,86.0,72.0,6385.12,4,Debit,ATM
263.92,233.0,57.0,4161.71,3,Credit,Branch
77.5,201.0,51.0,11079.77,3,Credit,Online
3.65,146.0,69.0,10017.11,1,Debit,Online
43.88,251.0,26.0,1644.09,3,Credit,Online
591.98,132.0,28.0,387.65,4,Debit,ATM
224.79,129.0,18.0,528.38,1,Debit,Online
64.3,67.0,55.0,7530.299999999999,4,Debit,ATM
111.79,49.0,62.0,10887.59,1,Debit,Online
913.49125,153.0,59.0,7104.61,4,Debit,ATM
613.7,37.0,61.0,7307.11,3,Credit,Branch
26.07,18.999999999999996,20.0,349.98,2,Debit,Branch
170.45,199.0,60.0,2284.41,2,Debit,Branch
344.27,123.0,22.0,1918.3600000000001,2,Debit,Branch
872.72,288.0,22.0,503.01,1,Debit,Online
292.95,56.0,37.0,1216.91,2,Debit,Branch
28.44,243.0,18.0,1071.04,4,Debit,ATM
209.02,74.0,21.0,187.9,4,Debit,ATM
20.05,171.0,72.0,7145.67,4,Debit,ATM
175.02,71.0,28.0,1493.88,1,Debit,Online
89.5,134.0,41.0,8658.95,3,Credit,Branch
69.96,30.999999999999996,28.0,164.12,2,Debit,Branch
146.51,68.00000000000001,53.0,7089.9,4,Debit,ATM
376.78,88.0,21.0,841.6499999999999,3,Credit,Online
148.54,107.0,71.0,5677.05,3,Credit,Branch
388.77,30.0,26.0,1658.49,3,Credit,Online
100.38,49.0,63.0,10171.68,2,Debit,Branch
137.23,63.0,64.0,13847.99,2,Debit,Branch
870.3,229.0,51.0,3688.98,4,Debit,ATM
458.94,180.0,52.0,5619.95,2,Debit,Branch
327.35,175.0,20.0,342.08,3,Credit,Branch
757.15,37.99999999999999,53.0,4702.86,1,Debit,Online
5.64,47.0,59.0,12703.24,1,Debit,Online
47.23,160.0,73.0,6659.81,3,Credit,Online
239.41,247.99999999999997,42.0,7860.65,3,Credit,Online
7.48,29.000000000000004,55.0,1275.2,4,Debit,ATM
170.97,292.0,26.0,1265.27,2,Debit,Branch
262.43,274.0,37.0,12841.01,3,Credit,Online
659.15,204.0,22.0,1241.59,4,Debit,ATM
31.530000000000005,283.0,25.0,874.93,1,Debit,Online
111.66,140.0,48.0,5716.72,3,Credit,Online
250.01000000000002,88.0,62.0,1541.48,4,Debit,ATM
554.15,107.99999999999999,49.0,14817.22,4,Debit,ATM
598.66,222.0,32.0,2587.11,3,Credit,Branch
28.38,98.0,55.0,173.7,2,Debit,Branch
16.8,94.0,49.0,11847.07,4,Debit,ATM
896.79,168.00000000000003,33.0,11146.74,1,Debit,Online
159.0,37.99999999999999,49.0,369.79,4,Debit,ATM
56.31,195.0,75.0,6396.08,3,Credit,Online
203.99,215.0,52.0,4840.31,1,Debit,Online
50.99,75.99999999999999,29.0,1334.6,2,Debit,Branch
101.28,75.0,32.0,2774.35,3,Credit,Online
299.92,122.0,27.0,1368.0,4,Debit,ATM
77.54,73.0,67.0,4536.38,1,Debit,Online
18.35,78.0,21.0,1293.39,2,Debit,Branch
732.53,116.00000000000001,26.0,441.54,3,Credit,ATM
65.11,150.0,34.0,8485.14,4,Debit,ATM
67.07,56.0,24.0,999.6200000000001,3,Credit,ATM
137.48,47.0,55.0,14273.42,2,Debit,Branch
398.36,56.0,22.0,1863.7,4,Debit,ATM
469.46,149.0,20.0,8640.56,4,Debit,ATM
37.58,182.0,57.0,259.44,4,Debit,ATM
160.24,15.0,31.0,5526.97,4,Debit,ATM
315.39,93.0,23.0,929.6,3,Credit,Branch
434.17,148.0,21.0,5335.44,4,Debit,ATM
165.91,84.00000000000001,26.0,587.1199999999999,4,Debit,ATM
211.36,194.0,47.0,4760.34,2,Debit,Branch
241.45000000000002,158.0,26.0,1594.04,1,Debit,Online
23.24,129.0,68.0,13777.79,2,Debit,Branch
70.88,176.0,74.0,1794.65,3,Credit,Branch
913.49125,111.0,66.0,7677.760000000001,1,Debit,Online
314.52,229.0,80.0,7071.32,4,Debit,ATM
181.81,122.0,78.0,7525.7300000000005,3,Credit,Online
854.64,118.0,56.0,2989.25,2,Debit,Branch
261.19,52.00000000000001,64.0,7620.6,4,Debit,ATM
220.68,217.0,71.0,5549.2,3,Credit,Online
11.86,129.0,31.0,6782.61,2,Debit,Branch
122.65,41.0,28.0,1968.51,1,Debit,Online
395.16,17.0,56.0,5340.73,1,Debit,Online
704.69,150.0,51.0,3267.84,1,Debit,Online
369.89,69.00000000000001,69.0,6941.47,4,Debit,ATM
10.92,268.0,67.0,7567.2,4,Debit,ATM
199.14,36.0,31.0,7001.25,2,Debit,Branch
109.43,140.0,70.0,1983.65,4,Debit,ATM
304.15,40.0,20.0,686.9099999999999,2,Debit,Branch
620.54,98.0,28.0,213.36,3,Credit,Branch
757.79,117.0,22.0,1443.02,1,Debit,Online
122.81,12.0,52.0,8450.84,2,Debit,Branch
96.25,171.0,61.0,7996.699999999999,1,Debit,Online
913.49125,49.0,30.0,5567.98,4,Debit,ATM
142.55,97.0,67.0,1262.68,1,Debit,Online
35.94,141.0,23.0,1697.28,3,Credit,Branch
24.86,292.0,58.0,2591.65,2,Debit,Branch
103.08,109.0,60.0,12002.16,1,Debit,Online
116.27000000000001,94.0,57.0,8726.92,1,Debit,Online
363.84,118.0,73.0,5415.64,1,Debit,Online
34.74,72.0,59.0,3736.57,3,Credit,Online
64.01,240.0,19.0,1225.69,3,Credit,Branch
108.75,22.999999999999996,50.0,14829.85,4,Debit,ATM
50.9,150.0,28.0,1277.7,3,Credit,Online
206.84,154.0,20.0,454.66,2,Debit,Branch
37.4,84.00000000000001,20.0,1519.51,4,Debit,ATM
154.21,75.0,46.0,8045.77,1,Debit,Online
199.37,79.0,24.0,1331.3,1,Debit,Online
410.49,134.0,25.0,1843.57,3,Credit,Branch
913.49125,218.0,67.0,6601.5,3,Credit,Branch
18.23,28.0,56.0,8422.2,4,Debit,ATM
398.7,276.0,47.0,7987.740000000001,4,Debit,ATM
122.14,155.0,22.0,327.68,1,Debit,Online
378.2,167.0,40.0,7372.81,2,Debit,Branch
124.74000000000001,33.0,49.0,2987.97,4,Debit,ATM
17.1,101.0,53.0,1619.54,4,Debit,ATM
287.05,212.0,22.0,1204.65,4,Debit,ATM
874.72,173.0,28.0,4630.58,1,Debit,Online
913.49125,150.0,24.0,1380.34,4,Debit,ATM
40.12,269.0,36.0,14304.38,3,Credit,ATM
125.00000000000001,177.0,49.0,3215.76,3,Credit,Online
348.44,147.0,24.0,1022.94,1,Debit,Online
128.4,30.999999999999996,69.0,2610.64,4,Debit,ATM
320.93,178.0,55.0,9451.66,1,Debit,Online
1.41,278.0,53.0,1244.17,4,Debit,ATM
50.52,293.0,54.0,12815.24,2,Debit,Branch
383.95,143.0,31.0,9933.56,3,Credit,Online
12.94,158.0,23.0,921.23,2,Debit,Branch
329.75,211.0,56.0,6009.43,1,Debit,Online
913.49125,234.0,45.0,602.3599999999999,1,Debit,Online
40.79,80.0,18.0,1769.33,4,Debit,ATM
99.25,93.0,63.0,2570.34,3,Credit,Online
150.6,59.00000000000001,69.0,3240.14,4,Debit,ATM
29.500000000000004,129.0,73.0,1229.32,1,Debit,Online
54.34,45.99999999999999,65.0,8019.890000000001,4,Debit,ATM
18.25,18.0,53.0,14328.29,4,Debit,ATM
633.87,175.0,27.0,330.16,1,Debit,Online
81.15,114.0,19.0,1595.26,4,Debit,ATM
83.95,170.0,75.0,7413.18,1,Debit,Online
410.4,78.0,61.0,2563.91,3,Credit,ATM
172.68,17.0,33.0,10724.95,4,Debit,ATM
139.88,162.0,34.0,2969.71,4,Debit,ATM
165.55,115.0,28.0,761.7799999999999,2,Debit,Branch
53.79,137.0,54.0,6229.36,3,Credit,ATM
285.69,35.0,63.0,2552.54,4,Debit,ATM
532.4,149.0,22.0,1033.73,4,Debit,ATM
293.85,144.0,25.0,1919.97,1,Debit,Online
27.94,120.0,79.0,1893.4399999999998,2,Debit,Branch
270.36,37.0,25.0,1783.04,4,Debit,ATM
112.66,176.0,29.0,852.98,1,Debit,Online
506.03000000000003,21.000000000000004,21.0,1123.89,2,Debit,Branch
206.95,30.999999999999996,22.0,1817.65,2,Debit,Branch
350.96,167.0,63.0,5463.94,4,Debit,ATM
261.63,150.0,20.0,477.03,2,Debit,Branch
46.12,30.0,59.0,8874.01,2,Debit,Branch
27.25,91.99999999999999,63.0,5365.2,3,Credit,Branch
913.49125,171.0,26.0,7858.41,2,Debit,Branch
331.66,145.0,76.0,7216.3,4,Debit,ATM
667.95,253.0,62.0,13558.56,3,Credit,ATM
49.84,146.0,49.0,7872.04,4,Debit,ATM
556.04,26.999999999999996,72.0,5200.04,4,Debit,ATM
88.06,288.0,18.0,1779.85,3,Credit,Online
745.95,127.0,58.0,13264.14,4,Debit,ATM
67.25,157.0,19.0,467.4,1,Debit,Online
93.63,141.0,29.0,9873.62,4,Debit,ATM
74.11,49.0,22.0,1257.9,2,Debit,Branch
41.13,58.00000000000001,77.0,6067.54,3,Credit,Branch
192.02,154.0,79.0,5169.07,3,Credit,Online
291.27,121.0,77.0,6878.86,2,Debit,Branch
296.46,136.0,23.0,558.99,2,Debit,Branch
341.84,89.0,27.0,1400.04,3,Credit,Branch
98.41,48.0,27.0,912.7099999999999,1,Debit,Online
109.28,112.0,36.0,6338.35,1,Debit,Online
27.51,103.0,40.0,13645.63,3,Credit,Online
12.18,77.0,76.0,4909.24,2,Debit,Branch
207.71,63.0,25.0,570.0999999999999,3,Credit,Online
25.77,277.0,45.0,11749.77,3,Credit,Online
127.57,75.0,52.0,6118.2,4,Debit,ATM
392.05,172.0,60.0,4383.69,4,Debit,ATM
521.01,73.0,41.0,4004.55,3,Credit,Branch
849.76,269.0,25.0,373.88,4,Debit,ATM
172.5,30.999999999999996,68.0,6851.16,1,Debit,Online
265.44,169.0,30.0,9700.77,4,Debit,ATM
152.34,115.0,55.0,6853.51,2,Debit,Branch
21.13,153.0,28.0,948.7,2,Debit,Branch
111.55,101.0,46.0,12221.17,4,Debit,ATM
321.82,43.0,32.0,6500.5,3,Credit,Branch
913.49125,279.0,45.0,9927.75,3,Credit,Branch
148.77,175.0,67.0,2138.42,2,Debit,Branch
14.08,154.0,57.0,3908.6499999999996,2,Debit,Branch
913.49125,121.0,42.0,11041.9,4,Debit,ATM
566.33,66.0,24.0,379.82,3,Credit,ATM
206.51,275.0,51.0,3921.74,4,Debit,ATM
180.94,57.0,75.0,7659.990000000001,2,Debit,Branch
77.9,128.0,21.0,664.7199999999999,2,Debit,Branch
318.92,60.00000000000001,21.0,1167.25,3,Credit,Branch
583.3,142.0,59.0,5896.01,3,Credit,Online
100.68,139.0,63.0,1123.75,1,Debit,Online
589.64,210.0,62.0,2039.4,1,Debit,Online
225.93,199.0,25.0,1864.27,3,Credit,Branch
651.55,82.0,72.0,2325.78,1,Debit,Online
80.97,157.0,38.0,5926.31,1,Debit,Online
191.89,14.0,25.0,399.57,2,Debit,Branch
304.75,125.0,78.0,1916.34,3,Credit,Branch
201.53,287.0,68.0,2732.86,1,Debit,Online
8.45,141.0,22.0,1115.3,4,Debit,ATM
435.98,105.0,30.0,7334.08,2,Debit,Branch
743.24,109.0,19.0,1024.19,3,Credit,Online
16.27,44.0,57.0,10971.32,4,Debit,ATM
290.86,36.0,45.0,14631.88,1,Debit,Online
85.73,266.0,41.0,14928.35,4,Debit,ATM
555.71,73.0,22.0,830.3699999999999,3,Credit,Branch
40.03,200.00000000000003,23.0,6408.8,2,Debit,Branch
73.01,61.99999999999999,25.0,1997.3299999999997,3,Credit,Online
346.12,12.0,44.0,13084.27,2,Debit,Branch
1.9300000000000002,175.0,47.0,5684.09,2,Debit,Branch
252.93000000000004,222.0,75.0,2760.37,4,Debit,ATM
238.54,12.0,19.0,868.9099999999999,4,Debit,ATM
913.49125,129.0,61.0,5838.91,2,Debit,Branch
58.7,141.0,67.0,8937.35,2,Debit,Branch
7.56,145.0,40.0,8528.72,4,Debit,ATM
540.4,272.0,45.0,425.77,2,Debit,Branch
264.14,125.0,64.0,8459.26,4,Debit,ATM
248.15,202.0,75.0,2649.23,4,Debit,ATM
24.34,110.0,54.0,6659.12,2,Debit,Branch
428.61,61.99999999999999,66.0,11937.04,4,Debit,ATM
117.66000000000001,126.0,39.0,6794.17,3,Credit,Branch
165.8,287.0,60.0,2064.76,1,Debit,Online
289.18,64.0,65.0,3139.75,4,Debit,ATM
125.39,140.0,21.0,202.69,4,Debit,ATM
305.18,215.99999999999997,58.0,4474.2,1,Debit,Online
506.9,56.0,64.0,11471.87,3,Credit,Branch
504.12000000000006,101.0,25.0,1107.28,3,Credit,Branch
42.09,118.0,29.0,5526.28,2,Debit,Branch
607.28,84.00000000000001,32.0,9679.68,4,Debit,ATM
91.9,125.0,77.0,1033.94,1,Debit,Online
303.43,30.0,22.0,1833.24,2,Debit,Branch
668.78,141.0,20.0,983.6799999999998,4,Debit,ATM
270.54,139.0,20.0,269.78,3,Credit,ATM
247.93,79.0,37.0,9801.48,2,Debit,Branch
34.67,71.0,19.0,888.6,1,Debit,Online
326.03,137.0,18.0,290.24,3,Credit,Online
148.26,57.0,25.0,958.7,4,Debit,ATM
913.49125,37.99999999999999,19.0,1605.67,1,Debit,Online
373.99,140.0,60.0,8590.5,4,Debit,ATM
254.34000000000003,79.0,49.0,5461.08,1,Debit,Online
819.48,26.0,25.0,1804.5,4,Debit,ATM
14.0,173.0,49.0,7975.179999999999,4,Debit,ATM
57.16,74.0,40.0,222.22,4,Debit,ATM
282.26,278.0,37.0,6857.2,1,Debit,Online
46.96,12.0,46.0,2028.92,1,Debit,Online
473.2,173.0,34.0,248.52,1,Debit,Online
192.97,140.0,59.0,3019.04,4,Debit,ATM
168.99,203.0,18.0,1523.57,4,Debit,ATM
1.8199999999999998,60.00000000000001,80.0,5571.39,1,Debit,Online
40.9,37.0,55.0,1514.34,4,Debit,ATM
78.91,157.0,61.0,1817.43,1,Debit,Online
169.97,12.0,22.0,6269.12,3,Credit,ATM
17.79,162.0,61.0,2281.9,2,Debit,Branch
486.61000000000007,130.0,48.0,2006.69,3,Credit,ATM
148.13,56.0,58.0,2189.38,2,Debit,Branch
164.52,162.0,61.0,11036.74,4,Debit,ATM
720.89,120.0,27.0,447.06,4,Debit,ATM
268.7,63.0,53.0,2104.74,4,Debit,ATM
637.34,278.0,51.0,5183.5,4,Debit,ATM
216.76,138.0,47.0,643.6399999999999,3,Credit,Online
418.02,110.0,46.0,11011.86,4,Debit,ATM
292.03,154.0,46.0,951.3300000000002,3,Credit,ATM
251.4,178.0,57.0,2561.67,4,Debit,ATM
184.56,93.0,21.0,1549.27,1,Debit,Online
33.76,227.0,26.0,3253.51,1,Debit,Online
253.46000000000004,60.00000000000001,45.0,1338.95,4,Debit,ATM
913.49125,173.0,65.0,3910.5900000000006,4,Debit,ATM
138.68,44.0,22.0,206.2,3,Credit,Branch
42.56,146.0,18.0,4361.44,1,Debit,Online
680.76,165.0,21.0,572.97,2,Debit,Branch
53.83,131.0,70.0,4580.59,2,Debit,Branch
11.09,95.0,51.0,2990.05,2,Debit,Branch
37.81,195.0,63.0,5208.98,2,Debit,Branch
449.18,50.00000000000001,67.0,1025.99,1,Debit,Online
913.49125,250.0,30.0,13534.3,4,Debit,ATM
297.6,162.0,39.0,1461.17,1,Debit,Online
683.75,106.0,32.0,6333.72,2,Debit,Branch
21.4,129.0,48.0,8551.6,3,Credit,Online
315.94,93.0,78.0,4273.99,4,Debit,ATM
331.32,137.0,61.0,13054.54,2,Debit,Branch
223.76,110.0,74.0,4102.23,3,Credit,Branch
216.03,300.0,42.0,10462.77,4,Debit,ATM
17.42,150.0,74.0,6851.31,4,Debit,ATM
491.91,155.0,78.0,2421.94,1,Debit,Online
350.11,178.0,74.0,4639.04,3,Credit,Online
218.07,243.0,23.0,443.62,2,Debit,Branch
291.09,73.0,48.0,6312.79,2,Debit,Branch
422.14,109.0,26.0,1436.32,3,Credit,Branch
613.21,157.0,61.0,3279.12,4,Debit,ATM
73.83,69.00000000000001,69.0,6020.29,1,Debit,Online
67.33,36.0,59.0,5925.98,1,Debit,Online
26.92,43.0,62.0,1674.94,4,Debit,ATM
18.3,155.0,48.0,3733.5200000000004,1,Debit,Online
317.94,123.99999999999999,54.0,2996.51,4,Debit,ATM
179.38,173.0,40.0,11666.18,1,Debit,Online
913.49125,139.0,68.0,7006.46,1,Debit,Online
13.92,209.0,37.0,2735.84,4,Debit,ATM
365.43,176.0,25.0,1073.51,4,Debit,ATM
263.59,16.0,71.0,6996.35,2,Debit,Branch
54.8,140.0,34.0,4943.49,2,Debit,Branch
141.49,75.0,24.0,1665.58,1,Debit,Online
31.39,15.0,20.0,998.4900000000001,4,Debit,ATM
93.82,176.0,39.0,8422.06,1,Debit,Online
5.71,106.0,21.0,1285.42,2,Debit,Branch
178.39,98.0,34.0,8469.43,1,Debit,Online
126.90999999999998,42.00000000000001,22.0,692.6899999999999,4,Debit,ATM
36.09,167.0,53.0,12319.26,2,Debit,Branch
91.77,174.0,51.0,9240.73,2,Debit,Branch
198.92,100.00000000000001,36.0,2854.66,1,Debit,Online
137.81,44.0,58.0,2631.47,2,Debit,Branch
136.88,71.0,24.0,7465.950000000001,3,Credit,Branch
133.07,155.0,21.0,1670.99,2,Debit,Branch
1.14,137.0,43.0,13913.92,2,Debit,Branch
256.34,99.0,69.0,7471.630000000001,2,Debit,Branch
56.11,109.0,36.0,11123.65,2,Debit,Branch
118.10000000000001,50.00000000000001,50.0,7976.6,4,Debit,ATM
137.86,120.0,66.0,8046.939999999999,3,Credit,Online
813.78,55.0,54.0,14935.500000000002,3,Credit,ATM
237.97,69.00000000000001,69.0,13486.15,4,Debit,ATM
684.96,30.999999999999996,21.0,526.67,4,Debit,ATM
878.63,139.0,60.0,4954.37,4,Debit,ATM
276.56,15.0,68.0,8942.58,2,Debit,Branch
8.75,199.0,79.0,4044.6199999999994,4,Debit,ATM
637.48,207.0,65.0,4148.85,1,Debit,Online
103.15,179.0,51.0,11388.15,2,Debit,Branch
505.6,183.0,52.0,5347.57,2,Debit,Branch
371.86,91.0,46.0,1329.45,4,Debit,ATM
14.26,37.0,50.0,2475.65,2,Debit,Branch
13.16,98.0,43.0,1019.46,2,Debit,Branch
167.92,136.0,40.0,14321.73,4,Debit,ATM
73.01,101.0,56.0,2833.12,4,Debit,ATM
201.5,196.0,61.0,12148.32,3,Credit,Online
150.3,204.0,41.0,14371.08,1,Debit,Online
23.7,32.0,46.0,7947.439999999999,4,Debit,ATM
49.59,147.0,48.0,6037.03,2,Debit,Branch
720.13,96.0,22.0,387.02,3,Credit,ATM
134.92,101.0,19.0,1081.97,1,Debit,Online
116.97,299.0,18.0,729.7,4,Debit,ATM
11.06,13.0,34.0,2782.21,4,Debit,ATM
88.29,287.0,50.0,5245.93,3,Credit,Online
5.81,222.0,25.0,1290.95,4,Debit,ATM
103.48,33.0,32.0,6494.25,4,Debit,ATM
156.74,136.0,70.0,4004.35,4,Debit,ATM
505.14,179.0,68.0,2525.47,4,Debit,ATM
31.06,61.00000000000001,46.0,11014.25,4,Debit,ATM
7.61,163.0,50.0,6275.0,4,Debit,ATM
276.16,71.0,53.0,1733.34,3,Credit,ATM
145.77,237.0,68.0,5294.98,4,Debit,ATM
369.44,18.999999999999996,34.0,5018.67,1,Debit,Online
558.86,95.0,60.0,9844.32,4,Debit,ATM
429.15,218.0,26.0,712.1299999999999,2,Debit,Branch
36.74,133.0,33.0,6217.58,2,Debit,Branch
79.14,22.0,57.0,2229.56,3,Credit,Online
132.48,101.0,36.0,9313.05,2,Debit,Branch
136.48,138.0,52.0,4618.53,1,Debit,Online
203.76,37.0,55.0,6747.16,2,Debit,Branch
750.95,26.999999999999996,78.0,5134.37,2,Debit,Branch
0.8400000000000001,30.999999999999996,52.0,2207.54,4,Debit,ATM
257.18,28.0,67.0,13336.15,1,Debit,Online
767.66,155.0,63.0,1801.69,4,Debit,ATM
182.29,123.0,54.0,522.39,1,Debit,Online
184.51,118.0,54.0,9381.64,3,Credit,Online
451.31,166.0,62.0,2963.29,4,Debit,ATM
144.1,30.0,57.0,11523.64,2,Debit,Branch
72.5,30.0,40.0,12723.62,4,Debit,ATM
74.11,71.0,69.0,3920.11,3,Credit,Online
22.15,73.0,44.0,7451.83,2,Debit,Branch
777.92,97.0,62.0,7061.58,2,Debit,Branch
790.07,197.0,28.0,985.7700000000001,1,Debit,Online
406.33,103.0,59.0,4298.34,3,Credit,Branch
767.41,26.999999999999996,56.0,12799.34,4,Debit,ATM
4.58,135.0,21.0,811.2399999999999,3,Credit,Online
447.83,88.0,53.0,13273.08,3,Credit,Branch
49.67,146.0,21.0,842.94,1,Debit,Online
77.83,146.0,49.0,2471.53,3,Credit,Branch
702.87,183.99999999999997,19.0,1237.5,4,Debit,ATM
133.56,177.0,25.0,783.8299999999999,1,Debit,Online
868.05,119.0,49.0,3931.03,3,Credit,Online
52.87,70.0,24.0,960.96,2,Debit,Branch
179.0,121.0,78.0,7310.88,4,Debit,ATM
913.49125,37.0,73.0,1385.74,3,Credit,Online
384.11,12.0,58.0,7902.5199999999995,4,Debit,ATM
227.61,61.00000000000001,71.0,4405.28,1,Debit,Online
40.83,24.0,48.0,3944.12,4,Debit,ATM
19.76,240.0,20.0,1523.04,4,Debit,ATM
484.24000000000007,77.0,67.0,8042.299999999999,2,Debit,Branch
494.6600000000001,110.0,33.0,5531.93,1,Debit,Online
301.47,291.0,21.0,560.73,2,Debit,Branch
199.09,89.0,70.0,1658.52,1,Debit,Online
38.95,50.00000000000001,27.0,731.52,1,Debit,Online
515.94,37.0,29.0,1389.89,4,Debit,ATM
41.93,136.0,48.0,5081.26,4,Debit,ATM
137.84,83.0,27.0,1000.3500000000001,4,Debit,ATM
95.35,131.0,21.0,1639.9,1,Debit,Online
93.14,151.0,67.0,5473.82,1,Debit,Online
913.49125,159.0,64.0,1729.26,2,Debit,Branch
79.33,109.0,51.0,14798.1,3,Credit,Online
76.89,132.0,55.0,7374.26,4,Debit,ATM
233.71000000000004,297.0,19.0,1231.98,1,Debit,Online
14.92,120.0,26.0,6611.26,2,Debit,Branch
242.17000000000002,147.0,60.0,883.7199999999999,4,Debit,ATM
122.98,228.0,79.0,5055.99,1,Debit,Online
129.35,130.0,52.0,7166.88,4,Debit,ATM
138.33,69.00000000000001,21.0,232.56,1,Debit,Online
39.31,178.0,25.0,1236.38,1,Debit,Online
91.85,148.0,21.0,802.09,1,Debit,Online
277.7,107.0,58.0,1423.2,2,Debit,Branch
114.03,172.0,51.0,13388.56,4,Debit,ATM
302.63,10.0,27.0,2801.28,3,Credit,Branch
31.19,74.0,52.0,5545.96,4,Debit,ATM
112.91,135.0,27.0,4764.48,3,Credit,Online
742.26,36.0,27.0,7868.189999999999,1,Debit,Online
256.8,80.0,26.0,1128.38,4,Debit,ATM
378.68,239.0,60.0,7627.04,4,Debit,ATM
571.93,119.0,52.0,4026.0300000000007,1,Debit,Online
26.31,163.0,77.0,7095.76,3,Credit,Online
205.58,159.0,20.0,1501.95,1,Debit,Online
533.61,115.0,48.0,3656.93,1,Debit,Online
428.62,72.0,55.0,3473.24,2,Debit,Branch
361.22,167.0,64.0,7061.73,4,Debit,ATM
837.29,215.99999999999997,25.0,6012.67,2,Debit,Branch
117.25,73.0,31.0,13694.68,3,Credit,Online
135.27,131.0,48.0,9410.51,4,Debit,ATM
185.1,22.999999999999996,53.0,6115.63,2,Debit,Branch
113.54,273.0,38.0,5581.21,1,Debit,Online
354.96,96.0,69.0,6712.94,1,Debit,Online
224.22,37.0,53.0,8400.87,2,Debit,Branch
737.1,91.99999999999999,60.0,4644.19,4,Debit,ATM
223.22,96.0,27.0,1734.22,4,Debit,ATM
557.26,53.00000000000001,69.0,5237.12,4,Debit,ATM
913.49125,95.0,33.0,969.06,1,Debit,Online
27.44,164.0,62.0,5950.48,4,Debit,ATM
310.09,166.0,36.0,9962.5,2,Debit,Branch
80.38,116.00000000000001,52.0,9662.88,1,Debit,Online
26.1,115.0,66.0,5243.0,3,Credit,Branch
845.14,183.0,73.0,1702.65,3,Credit,Branch
59.73,56.0,27.0,800.93,4,Debit,ATM
758.77,114.0,60.0,7231.47,4,Debit,ATM
301.51,284.0,22.0,1052.31,4,Debit,ATM
418.03,161.0,58.0,10721.29,1,Debit,Online
118.05999999999999,30.999999999999996,32.0,13560.63,3,Credit,Branch
483.92,115.0,70.0,3138.0,4,Debit,ATM
78.93,145.0,38.0,9916.24,4,Debit,ATM
36.63,261.0,75.0,7941.73,4,Debit,ATM
87.85,63.0,49.0,3753.2400000000002,2,Debit,Branch
913.49125,55.0,31.0,9733.83,1,Debit,Online
705.34,123.99999999999999,59.0,5003.22,1,Debit,Online
146.55,123.99999999999999,54.0,4087.4400000000005,1,Debit,Online
116.89,226.0,71.0,4880.31,1,Debit,Online
106.41,87.0,57.0,1310.38,2,Debit,Branch
913.49125,103.0,78.0,2513.51,4,Debit,ATM
584.41,41.0,23.0,4475.22,4,Debit,ATM
584.98,121.0,55.0,6521.05,3,Credit,Branch
79.21,140.0,56.0,1615.04,2,Debit,Branch
173.13,288.0,20.0,1490.34,3,Credit,Online
335.7,57.0,80.0,6601.44,4,Debit,ATM
913.49125,109.0,50.0,8611.17,3,Credit,Online
422.81,193.0,28.0,1929.2799999999997,2,Debit,Branch
135.43,91.99999999999999,57.0,5315.83,4,Debit,ATM
584.88,121.0,26.0,548.45,4,Debit,ATM
308.94,167.0,25.0,1931.6599999999999,1,Debit,Online
295.93,117.0,36.0,1050.63,2,Debit,Branch
913.49125,50.00000000000001,19.0,9963.39,1,Debit,Online
77.44,268.0,58.0,1950.63,2,Debit,Branch
92.5,70.0,40.0,6295.45,3,Credit,Online
97.74,137.0,41.0,4113.63,3,Credit,Online
291.68,90.0,21.0,1451.02,4,Debit,ATM
56.96,135.0,22.0,1597.85,4,Debit,ATM
436.8,91.99999999999999,27.0,1256.33,1,Debit,Online
259.49,292.0,72.0,7320.61,1,Debit,Online
726.26,147.0,57.0,2150.38,1,Debit,Online
568.68,101.0,72.0,2940.04,4,Debit,ATM
77.57,225.0,49.0,12801.93,1,Debit,Online
913.49125,40.0,29.0,4272.41,1,Debit,Online
14.16,290.0,74.0,5399.76,3,Credit,Branch
913.49125,48.0,61.0,2467.39,3,Credit,Branch
61.33,129.0,27.0,7537.400000000001,4,Debit,ATM
27.64,22.999999999999996,54.0,7498.509999999999,1,Debit,Online
3.85,32.0,29.0,10506.41,4,Debit,ATM
431.22,129.0,73.0,6505.98,3,Credit,Branch
178.55,67.0,55.0,7568.400000000001,2,Debit,Branch
248.75999999999996,56.0,18.0,546.46,4,Debit,ATM
76.16,99.0,23.0,1072.25,4,Debit,ATM
